,OBJECTID,ARREST_DATE,TOP_CHARGE_DESC,HOME_PSA,CRIME_PSA,District
10472,11473,2014-08-02T00:00:00.000Z,APO (MISD),708,708,7
10473,11474,2014-08-02T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,407,604,6
10474,11475,2014-08-02T00:00:00.000Z,THREATS (FELONY),602,602,6
10475,11476,2014-08-03T00:00:00.000Z,APO (MISD),701,302,3
10476,11477,2014-08-03T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,708,106,1
10477,11478,2014-08-03T00:00:00.000Z,NO PERMIT,Out of State,505,5
10478,11479,2014-08-03T00:00:00.000Z,OPERATING AN ALL TERRAIN VEHICLE OR DIRT BIKE,604,607,6
10479,11480,2014-08-03T00:00:00.000Z,SIMPLE ASSAULT,701,701,7
10480,11481,2014-08-03T00:00:00.000Z,THREATS (FELONY),402,406,4
10481,11482,2014-08-03T00:00:00.000Z,UNAUTHORIZED USE OF VEHICLE (UUV),Out of State,505,5
10482,11483,2014-08-04T00:00:00.000Z,FAIL TO IDENTIFY SELF-PEDESTRIAN,UNK,706,7
10483,11484,2014-08-04T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,103,COURT,0
10484,11485,2014-08-04T00:00:00.000Z,SIMPLE ASSAULT,608,604,6
10485,11486,2014-08-04T00:00:00.000Z,SIMPLE ASSAULT,104,604,6
10486,11487,2014-08-04T00:00:00.000Z,TAMPERING OF GPS DEVICE,703,703,7
10487,11488,2014-08-05T00:00:00.000Z,ASSAULT W/I TO COMMIT ROBBERY (AWIR),607,103,1
10488,11489,2014-08-05T00:00:00.000Z,IDENTITY THEFT,105,109,1
10489,11490,2014-08-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,407,601,6
10490,11491,2014-08-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,701,COURT,0
10491,11492,2014-08-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,704,COURT,0
10492,11493,2014-08-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - FTA,703,604,6
10493,11494,2014-08-05T00:00:00.000Z,"POSSESSION OF PROHIBITED WEAPON (A) (BLACKJACK, GUN, KNIFE)",506,102,1
10494,11495,2014-08-05T00:00:00.000Z,SIMPLE ASSAULT,106,106,1
10495,11496,2014-08-05T00:00:00.000Z,SIMPLE ASSAULT,106,106,1
10496,11497,2014-08-05T00:00:00.000Z,THREATS (FELONY),105,302,3
10497,11498,2014-08-06T00:00:00.000Z,APO (MISD),701,206,2
10498,11499,2014-08-06T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,405,604,6
10499,11500,2014-08-06T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,602,COURT,0
10501,11502,2014-08-06T00:00:00.000Z,NO PERMIT,308,103,1
10505,11506,2014-08-06T00:00:00.000Z,SIMPLE ASSAULT,506,604,6
10506,11507,2014-08-06T00:00:00.000Z,SIMPLE ASSAULT,604,604,6
10507,11508,2014-08-06T00:00:00.000Z,SIMPLE ASSAULT,UNK,604,6
10508,11509,2014-08-06T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),701,206,2
10509,11510,2014-08-06T00:00:00.000Z,THEFT SECOND DEGREE,308,306,3
10510,11511,2014-08-06T00:00:00.000Z,UNLAWFUL ENTRY,701,701,7
10511,11512,2014-08-07T00:00:00.000Z,APO (MISD),608,506,5
10512,11513,2014-08-07T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,405,504,5
10514,11515,2014-08-07T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,506,506,5
10515,11516,2014-08-07T00:00:00.000Z,SIMPLE ASSAULT,606,106,1
10516,11517,2014-08-07T00:00:00.000Z,THEFT 1ST DEGREE,503,308,3
10517,11518,2014-08-07T00:00:00.000Z,THREATS (MISD),606,707,7
10518,11519,2014-08-08T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,404,405,4
10521,11522,2014-08-08T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",701,104,1
10522,11523,2014-08-08T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
10523,11524,2014-08-08T00:00:00.000Z,SIMPLE ASSAULT,703,703,7
10524,11525,2014-08-08T00:00:00.000Z,TAMPERING WITH AUTO,505,107,1
10525,11526,2014-08-08T00:00:00.000Z,TAMPERING WITH AUTO,505,107,1
10526,11527,2014-08-08T00:00:00.000Z,THREATS (FELONY),Out of State,304,3
10527,11528,2014-08-09T00:00:00.000Z,ADW GUN,604,604,6
10528,11529,2014-08-09T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,706,706,7
10529,11530,2014-08-09T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,203,203,2
10530,11531,2014-08-09T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,409,409,4
10531,11532,2014-08-09T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,Out of State,708,7
10532,11533,2014-08-09T00:00:00.000Z,ROBBERY SNATCH OR PURSESNATCH,302,304,3
10533,11534,2014-08-09T00:00:00.000Z,SIMPLE ASSAULT,507,306,3
10534,11535,2014-08-09T00:00:00.000Z,SIMPLE ASSAULT,507,601,6
10535,11536,2014-08-09T00:00:00.000Z,UNLAWFUL ENTRY,106,107,1
10536,11537,2014-08-09T00:00:00.000Z,UNLAWFUL ENTRY,601,304,3
10537,11538,2014-08-10T00:00:00.000Z,FAILURE TO APPEAR,403,404,4
10538,11539,2014-08-10T00:00:00.000Z,JUVENILE CUSTODY ORDER - FTA,505,405,4
10539,11540,2014-08-10T00:00:00.000Z,METRO - FAIL TO PAY FARE,208,504,5
10540,11541,2014-08-10T00:00:00.000Z,SIMPLE ASSAULT,406,406,4
10541,11542,2014-08-10T00:00:00.000Z,SIMPLE ASSAULT,604,702,7
10542,11543,2014-08-10T00:00:00.000Z,SIMPLE ASSAULT,708,708,7
10543,11544,2014-08-10T00:00:00.000Z,SIMPLE ASSAULT,601,601,6
10544,11545,2014-08-10T00:00:00.000Z,TAMPERING OF GPS DEVICE,105,105,1
10545,11546,2014-08-10T00:00:00.000Z,UCSA POSSESSION COCAINE/CRACK COCAINE,Out of State,707,7
10546,11547,2014-08-11T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,702,702,7
10547,11548,2014-08-11T00:00:00.000Z,FAILURE TO APPEAR,707,705,7
10549,11550,2014-08-11T00:00:00.000Z,ILLEGAL GAMBLING,603,603,6
10550,11551,2014-08-11T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,502,102,1
10551,11552,2014-08-11T00:00:00.000Z,POSSESSION IMPLEMENTS OF CRIME,104,104,1
10552,11553,2014-08-11T00:00:00.000Z,POSSESSION IMPLEMENTS OF CRIME,506,104,1
10553,11554,2014-08-11T00:00:00.000Z,ROBBERY SNATCH OR PURSESNATCH,704,102,1
10554,11555,2014-08-11T00:00:00.000Z,SIMPLE ASSAULT,505,505,5
10555,11556,2014-08-11T00:00:00.000Z,SIMPLE ASSAULT,604,502,5
10556,11557,2014-08-11T00:00:00.000Z,SIMPLE ASSAULT,701,403,4
10557,11558,2014-08-11T00:00:00.000Z,TAMPERING OF GPS DEVICE,605,702,7
10558,11559,2014-08-11T00:00:00.000Z,THREATS (FELONY),702,702,7
10559,11560,2014-08-11T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,608,707,7
10560,11561,2014-08-12T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,507,507,5
10561,11562,2014-08-12T00:00:00.000Z,OPERATING AN ALL TERRAIN VEHICLE OR DIRT BIKE,507,604,6
10562,11563,2014-08-12T00:00:00.000Z,SIMPLE ASSAULT,705,705,7
10563,11564,2014-08-12T00:00:00.000Z,SIMPLE ASSAULT,705,705,7
10564,11565,2014-08-12T00:00:00.000Z,TAMPERING OF GPS DEVICE,506,105,1
10565,11566,2014-08-12T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),302,302,3
10566,11567,2014-08-12T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),606,603,6
10567,11568,2014-08-13T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,702,106,1
10568,11569,2014-08-13T00:00:00.000Z,ILLEGAL GAMBLING,704,507,5
10569,11570,2014-08-13T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,501,501,5
10570,11571,2014-08-13T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,608,604,6
10571,11572,2014-08-13T00:00:00.000Z,NO PERMIT,103,305,3
10572,11573,2014-08-14T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,302,302,3
10573,11574,2014-08-14T00:00:00.000Z,BURGLARY TWO,505,502,5
10574,11575,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,502,503,5
10575,11576,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,503,503,5
10576,11577,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,407,302,3
10577,11578,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,606,102,1
10578,11579,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,506,604,6
10579,11580,2014-08-14T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,407,COURT,0
10580,11581,2014-08-14T00:00:00.000Z,SIMPLE ASSAULT,108,502,5
10581,11582,2014-08-14T00:00:00.000Z,SIMPLE ASSAULT,104,308,3
10582,11583,2014-08-14T00:00:00.000Z,THEFT 1ST DEGREE,505,502,5
10583,11584,2014-08-15T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,604,708,7
10584,11585,2014-08-15T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,707,707,7
10585,11586,2014-08-15T00:00:00.000Z,ESCAPE FROM INSTITUTION OR OFFICER,707,707,7
10586,11587,2014-08-15T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,602,202,2
10587,11588,2014-08-15T00:00:00.000Z,SIMPLE ASSAULT,602,704,7
10588,11589,2014-08-15T00:00:00.000Z,SIMPLE ASSAULT,601,601,6
10589,11590,2014-08-15T00:00:00.000Z,SIMPLE ASSAULT,702,106,1
10590,11591,2014-08-15T00:00:00.000Z,SIMPLE ASSAULT,603,106,1
10591,11592,2014-08-15T00:00:00.000Z,SIMPLE ASSAULT,106,106,1
10592,11593,2014-08-15T00:00:00.000Z,UCSA POSSESSION OTHER,409,302,3
10593,11594,2014-08-16T00:00:00.000Z,ADW GUN,702,702,7
10594,11595,2014-08-16T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,707,707,7
10595,11596,2014-08-16T00:00:00.000Z,APO (MISD),105,101,1
10596,11597,2014-08-16T00:00:00.000Z,CARJACKING,704,702,7
10598,11599,2014-08-16T00:00:00.000Z,ROBBERY W/ARMED (KNIFE OR CUTTING INSTRUMENT),608,105,1
10599,11600,2014-08-16T00:00:00.000Z,UNLAWFUL ENTRY,703,102,1
10600,11601,2014-08-17T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,706,702,7
10601,11602,2014-08-18T00:00:00.000Z,ESCAPE FROM INSTITUTION OR OFFICER,608,604,6
10602,11603,2014-08-18T00:00:00.000Z,FUGITIVE FROM JUSTICE,604,604,6
10603,11604,2014-08-18T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,608,101,1
10604,11605,2014-08-18T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,405,602,6
10605,11606,2014-08-18T00:00:00.000Z,SIMPLE ASSAULT,701,701,7
10606,11607,2014-08-18T00:00:00.000Z,SIMPLE ASSAULT,206,104,1
10607,11608,2014-08-19T00:00:00.000Z,ASSAULT ON A FEDERAL POLICE OFFICER (MISD),304,304,3
10608,11609,2014-08-19T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,507,402,4
10609,11610,2014-08-19T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",602,602,6
10610,11611,2014-08-20T00:00:00.000Z,APO (MISD),602,507,5
10611,11612,2014-08-20T00:00:00.000Z,APO (MISD),UNK,604,6
10612,11613,2014-08-20T00:00:00.000Z,ASSAULT ON A POLICE OFFICER [MISD],105,105,1
10613,11614,2014-08-20T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,304,304,3
10614,11615,2014-08-20T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,606,702,7
10615,11616,2014-08-20T00:00:00.000Z,NO PERMIT,702,701,7
10616,11617,2014-08-20T00:00:00.000Z,THEFT SECOND DEGREE,104,102,1
10617,11618,2014-08-20T00:00:00.000Z,UNLAWFUL ENTRY,708,703,7
10618,11619,2014-08-21T00:00:00.000Z,CARRYING A PISTOL,704,601,6
10619,11620,2014-08-21T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,602,505,5
10620,11621,2014-08-21T00:00:00.000Z,SIMPLE ASSAULT,304,304,3
10621,11622,2014-08-21T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,601,602,6
10622,11623,2014-08-21T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,701,704,7
10623,11624,2014-08-22T00:00:00.000Z,POSSESSION OF PROHIBITED WEAPON (B),601,302,3
10624,11625,2014-08-22T00:00:00.000Z,UNLAWFUL ENTRY,704,703,7
10625,11626,2014-08-23T00:00:00.000Z,BURGLARY TWO,506,506,5
10626,11627,2014-08-23T00:00:00.000Z,BURGLARY TWO,506,506,5
10627,11628,2014-08-23T00:00:00.000Z,BURGLARY TWO,506,506,5
10628,11629,2014-08-23T00:00:00.000Z,BURGLARY TWO,506,506,5
10629,11630,2014-08-23T00:00:00.000Z,BURGLARY TWO,306,506,5
10630,11631,2014-08-23T00:00:00.000Z,FAILURE TO APPEAR,405,COURT,0
10631,11632,2014-08-23T00:00:00.000Z,FAILURE TO APPEAR,608,COURT,0
10632,11633,2014-08-23T00:00:00.000Z,NO PERMIT,702,705,7
10633,11634,2014-08-23T00:00:00.000Z,UNLAWFUL ENTRY,707,706,7
10634,11635,2014-08-24T00:00:00.000Z,BURGLARY TWO,604,704,7
10635,11636,2014-08-24T00:00:00.000Z,BURGLARY TWO,704,704,7
10636,11637,2014-08-24T00:00:00.000Z,BURGLARY TWO,409,704,7
10637,11638,2014-08-24T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,302,102,1
10639,11640,2014-08-24T00:00:00.000Z,"THEFT I STOLEN AUTO, ATTEMPT",602,602,6
10640,11641,2014-08-24T00:00:00.000Z,"THEFT I STOLEN AUTO, ATTEMPT",608,602,6
10641,11642,2014-08-24T00:00:00.000Z,THEFT SECOND DEGREE,703,703,7
10642,11643,2014-08-25T00:00:00.000Z,FAILURE TO APPEAR,701,407,4
10643,11644,2014-08-25T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,603,502,5
10644,11645,2014-08-25T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,702,702,7
10645,11646,2014-08-25T00:00:00.000Z,NO PERMIT,Out of State,405,4
10646,11647,2014-08-25T00:00:00.000Z,POSSESS PROHIBITED WEAPON,507,507,5
10647,11648,2014-08-26T00:00:00.000Z,FAILURE TO APPEAR,608,304,3
10648,11649,2014-08-26T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,106,506,5
10649,11650,2014-08-26T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,606,COURT,0
10650,11651,2014-08-26T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,407,308,3
10651,11652,2014-08-26T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,302,102,1
10652,11653,2014-08-26T00:00:00.000Z,SIMPLE ASSAULT,505,503,5
10653,11654,2014-08-26T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,605,605,6
10654,11655,2014-08-27T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,704,704,7
10656,11657,2014-08-27T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,104,104,1
10657,11658,2014-08-27T00:00:00.000Z,SIMPLE ASSAULT,601,202,2
10658,11659,2014-08-28T00:00:00.000Z,APO (MISD),703,703,7
10660,11661,2014-08-28T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,603,603,6
10662,11663,2014-08-28T00:00:00.000Z,ROBBERY SNATCH OR PURSESNATCH,604,103,1
10663,11664,2014-08-28T00:00:00.000Z,SIMPLE ASSAULT,707,707,7
10664,11665,2014-08-28T00:00:00.000Z,SIMPLE ASSAULT,707,707,7
10665,11666,2014-08-28T00:00:00.000Z,SIMPLE ASSAULT,206,605,6
10666,11667,2014-08-28T00:00:00.000Z,SIMPLE ASSAULT,604,604,6
10667,11668,2014-08-29T00:00:00.000Z,APO (FELONY),705,704,7
10668,11669,2014-08-29T00:00:00.000Z,APO (MISD),703,703,7
10669,11670,2014-08-29T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,502,502,5
10670,11671,2014-08-29T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,602,602,6
10672,11673,2014-08-29T00:00:00.000Z,SIMPLE ASSAULT,708,707,7
10673,11674,2014-08-29T00:00:00.000Z,SOLICITING PROSTITUTION,Out of State,403,4
10674,11675,2014-08-29T00:00:00.000Z,THEFT 2ND DEGREE,608,104,1
10675,11676,2014-08-29T00:00:00.000Z,THEFT 2ND DEGREE,608,506,5
10676,11677,2014-08-29T00:00:00.000Z,THREATS (FELONY),408,305,3
10677,11678,2014-08-29T00:00:00.000Z,THREATS (FELONY),708,706,7
10678,11679,2014-08-29T00:00:00.000Z,UNLAWFUL ENTRY,302,302,3
10679,11680,2014-08-30T00:00:00.000Z,DRIVING UNDER INFLUENCE-1ST OFF,408,504,5
10680,11681,2014-08-30T00:00:00.000Z,JUVENILE CUSTODY ORDER - PREPETITION,404,302,3
10681,11682,2014-08-30T00:00:00.000Z,ROBBERY,602,405,4
10682,11683,2014-08-30T00:00:00.000Z,SHOPLIFTING,302,302,3
10683,11684,2014-08-30T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
10684,11685,2014-08-30T00:00:00.000Z,THEFT 2ND DEGREE,701,106,1
10685,11686,2014-08-31T00:00:00.000Z,ROBBERY,507,507,5
10686,11687,2014-08-31T00:00:00.000Z,THEFT 2ND DEGREE,302,302,3
10687,11688,2014-08-31T00:00:00.000Z,THEFT 2ND DEGREE,405,405,4
10688,11689,2014-09-01T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,402,402,4
10689,11690,2014-09-01T00:00:00.000Z,POSSESSION PROHIBITED WEAPON (A),701,703,7
10690,11691,2014-09-02T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,409,601,6
10691,11692,2014-09-02T00:00:00.000Z,FLEEING - MISDEMEANOR,409,601,6
10694,11695,2014-09-02T00:00:00.000Z,NO PERMIT,409,601,6
10695,11696,2014-09-02T00:00:00.000Z,RECKLESS DRIVING,Out of State,COURT,0
10697,11698,2014-09-03T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,402,102,1
10698,11699,2014-09-03T00:00:00.000Z,NO PERMIT,Out of State,105,1
10699,11700,2014-09-03T00:00:00.000Z,SIMPLE ASSAULT,506,708,7
10700,11701,2014-09-03T00:00:00.000Z,SIMPLE ASSAULT,607,701,7
10701,11702,2014-09-03T00:00:00.000Z,SIMPLE ASSAULT,604,607,6
10702,11703,2014-09-03T00:00:00.000Z,SIMPLE ASSAULT,407,407,4
10703,11704,2014-09-03T00:00:00.000Z,THEFT 2ND DEGREE,704,704,7
10704,11705,2014-09-04T00:00:00.000Z,AGGRAVATED ASSAULT,704,703,7
10705,11706,2014-09-04T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,308,102,1
10706,11707,2014-09-04T00:00:00.000Z,SHOPLIFTING,607,305,3
10707,11708,2014-09-04T00:00:00.000Z,SIMPLE ASSAULT,605,106,1
10708,11709,2014-09-05T00:00:00.000Z,AGGRAVATED ASSAULT,407,106,1
10709,11710,2014-09-05T00:00:00.000Z,ASSAULT WITH A DANGEROUS WEAPON,703,703,7
10710,11711,2014-09-05T00:00:00.000Z,BURGLARY TWO,306,606,6
10711,11712,2014-09-05T00:00:00.000Z,JUVENILE CUSTODY ORDER - FTA,704,704,7
10712,11713,2014-09-05T00:00:00.000Z,SIMPLE ASSAULT,405,504,5
10713,11714,2014-09-05T00:00:00.000Z,THEFT SECOND DEGREE,602,304,3
10714,11715,2014-09-05T00:00:00.000Z,UNLAWFUL ENTRY,604,604,6
10715,11716,2014-09-06T00:00:00.000Z,BURGLARY ONE,507,104,1
10716,11717,2014-09-06T00:00:00.000Z,POSSESSION PROHIBITED WEAPON (A),501,102,1
10717,11718,2014-09-06T00:00:00.000Z,SIMPLE ASSAULT,505,505,5
10718,11719,2014-09-06T00:00:00.000Z,SIMPLE ASSAULT,603,603,6
10719,11720,2014-09-06T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),601,602,6
10720,11721,2014-09-06T00:00:00.000Z,THEFT SECOND DEGREE,602,602,6
10721,11722,2014-09-07T00:00:00.000Z,ADW KNIFE OR CUTTING INSTRUMENT,603,603,6
10722,11723,2014-09-07T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",407,304,3
10723,11724,2014-09-07T00:00:00.000Z,SIMPLE ASSAULT,603,603,6
10724,11725,2014-09-07T00:00:00.000Z,THREATS TO DO BODILY HARM - MISD,601,601,6
10725,11726,2014-09-07T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE - PRIOR CONVICTION,603,603,6
10726,11727,2014-09-08T00:00:00.000Z,ADW OTHER DANGEROUS WEAPON,Out of State,402,4
10727,11728,2014-09-08T00:00:00.000Z,APO (MISD),704,402,4
10730,11731,2014-09-08T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,602,604,6
10732,11733,2014-09-08T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,502,502,5
10734,11735,2014-09-08T00:00:00.000Z,POSSESSION OF UNREGISTERED AMMUNITION,507,507,5
10735,11736,2014-09-08T00:00:00.000Z,SIMPLE ASSAULT,605,608,6
10736,11737,2014-09-08T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
10737,11738,2014-09-08T00:00:00.000Z,SIMPLE ASSAULT,706,706,7
10738,11739,2014-09-08T00:00:00.000Z,THEFT SECOND DEGREE,506,102,1
10739,11740,2014-09-08T00:00:00.000Z,UNLAWFUL ENTRY,603,603,6
10740,11741,2014-09-09T00:00:00.000Z,CARRYING A PISTOL,604,604,6
10741,11742,2014-09-09T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,604,COURT,0
10742,11743,2014-09-09T00:00:00.000Z,JUVENILE CUSTODY ORDER - FTA,706,706,7
10743,11744,2014-09-09T00:00:00.000Z,SECOND DEGREE CHILD SEX ABUSE,708,708,7
10744,11745,2014-09-09T00:00:00.000Z,TAMPERING OF GPS DEVICE,604,604,6
10745,11746,2014-09-09T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,704,704,7
10746,11747,2014-09-09T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,704,704,7
10747,11748,2014-09-09T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE - PRIOR CONVICTION,704,704,7
10748,11749,2014-09-10T00:00:00.000Z,ASSAULT WITH A DANGEROUS WEAPON,703,703,7
10749,11750,2014-09-10T00:00:00.000Z,ASSAULT WITH A DANGEROUS WEAPON,604,608,6
10750,11751,2014-09-10T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,502,504,5
10751,11752,2014-09-10T00:00:00.000Z,METRO - FAIL TO PAY FARE,608,107,1
10752,11753,2014-09-10T00:00:00.000Z,SIMPLE ASSAULT,603,603,6
10753,11754,2014-09-10T00:00:00.000Z,SIMPLE ASSAULT,601,601,6
10754,11755,2014-09-10T00:00:00.000Z,THEFT 1ST DEGREE,604,306,3
10758,11759,2014-09-11T00:00:00.000Z,SEX ABUSE-MISD,608,608,6
10759,11760,2014-09-11T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
10760,11761,2014-09-11T00:00:00.000Z,SIMPLE ASSAULT,703,608,6
10761,11762,2014-09-11T00:00:00.000Z,UNLAWFUL ENTRY,507,108,1
10762,11763,2014-09-11T00:00:00.000Z,UNLAWFUL ENTRY,701,701,7
10763,11764,2014-09-12T00:00:00.000Z,APO (MISD),407,404,4
10764,11765,2014-09-12T00:00:00.000Z,ATTEMPT TO COMMIT ROBBERY,603,603,6
10765,11766,2014-09-12T00:00:00.000Z,DESTRUCTION OF PROPERTY - MISD,308,307,3
10766,11767,2014-09-12T00:00:00.000Z,FAILURE TO APPEAR,702,COURT,0
10767,11768,2014-09-12T00:00:00.000Z,FUGITIVE FROM JUSTICE,704,601,6
10768,11769,2014-09-12T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,405,601,6
10769,11770,2014-09-12T00:00:00.000Z,JUVENILE CUSTODY ORDER - ABSCONDER,502,103,1
10770,11771,2014-09-12T00:00:00.000Z,NO PERMIT,308,307,3
10771,11772,2014-09-12T00:00:00.000Z,"ROBBERY, FORCE & VIOLENCE",603,603,6
10773,11774,2014-09-12T00:00:00.000Z,SIMPLE ASSAULT,605,608,6
10774,11775,2014-09-12T00:00:00.000Z,SIMPLE ASSAULT,608,608,6
10775,11776,2014-09-12T00:00:00.000Z,UCSA PWID COCAINE/CRACK COCAINE,103,105,1
10776,11777,2014-09-12T00:00:00.000Z,UNLAWFUL ENTRY,702,702,7
10777,11778,2014-09-12T00:00:00.000Z,UNLAWFUL ENTRY,608,602,6
10778,11779,2014-09-13T00:00:00.000Z,SIMPLE ASSAULT,505,505,5
10779,11780,2014-09-13T00:00:00.000Z,SIMPLE ASSAULT,405,308,3
10780,11781,2014-09-13T00:00:00.000Z,SOLICITING PROSTITUTION,103,505,5
10781,11782,2014-09-13T00:00:00.000Z,THEFT SECOND DEGREE,707,208,2
10782,11783,2014-09-13T00:00:00.000Z,UCSA PWID MARIJUANA,507,105,1
10783,11784,2014-09-14T00:00:00.000Z,ATTEMPT TO COMMIT ROBBERY,401,409,4
10784,11785,2014-09-14T00:00:00.000Z,ROBBERY SNATCH OR PURSESNATCH,Out of State,703,7
10785,11786,2014-09-14T00:00:00.000Z,THEFT 2 (THEFT F/BUILDING),106,107,1
10786,11787,2014-09-14T00:00:00.000Z,THROWING STONES OR MISSILES,105,106,1
10788,11789,2014-09-15T00:00:00.000Z,NO PERMIT,601,602,6
10789,11790,2014-09-15T00:00:00.000Z,"ROBBERY, FEAR",601,602,6
10790,11791,2014-09-15T00:00:00.000Z,SIMPLE ASSAULT,707,707,7
10791,11792,2014-09-15T00:00:00.000Z,SIMPLE ASSAULT,601,601,6
10792,11793,2014-09-15T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,105,602,6
10793,11794,2014-09-15T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,601,602,6
10794,11795,2014-09-15T00:00:00.000Z,UNAUTHORIZED USE OF A VEHICLE,601,602,6
10795,11796,2014-09-16T00:00:00.000Z,AGGRAVATED ASSAULT,103,602,6
10796,11797,2014-09-16T00:00:00.000Z,ASSAULT ON A FEDERAL POLICE OFFICER (MISD),407,608,6
10797,11798,2014-09-16T00:00:00.000Z,BURGLARY TWO,201,201,2
10798,11799,2014-09-16T00:00:00.000Z,ESCAPE FROM INSTITUTION OR OFFICER,106,107,1
